Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1978,Coburg,8 Gilbert St,3,h,1260000.0,S,Jellis,19/11/2016,7.8,3058.0,3.0,2.0,0.0,407.0,230.0,1930.0,Moreland,-37.7471,144.9579,Northern Metropolitan,11204.0
1324,Brunswick,393A Brunswick Rd,3,h,1260000.0,S,Rendina,18/03/2017,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,Moreland,-37.7757,144.9505,Northern Metropolitan,11918.0
6838,Carlton,34 Barkly St,2,h,1170000.0,S,Nelson,18/06/2016,1.8,3053.0,2.0,1.0,1.0,144.0,81.0,1890.0,Melbourne,-37.7984,144.9738,Northern Metropolitan,6786.0
241,Armadale,15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,10/09/2016,6.3,3143.0,1.0,1.0,1.0,0.0,38.0,1975.0,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836.0
5502,Seddon,70 Station Rd,3,h,875000.0,S,Jas,16/07/2016,6.6,3011.0,3.0,2.0,2.0,193.0,154.0,2000.0,Maribyrnong,-37.8065,144.8866,Western Metropolitan,2417.0
3427,Kealba,6 McGrath Cl,3,h,545000.0,SP,Brad,16/07/2016,15.0,3021.0,3.0,2.0,2.0,570.0,163.0,1980.0,Brimbank,-37.7367,144.8246,Western Metropolitan,1202.0
8134,Newport,17 Gordon St,3,t,900000.0,S,Greg,13/05/2017,8.4,3015.0,3.0,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498.0
11912,Brookfield,30 Pinrush Rd,4,h,456000.0,S,Reliance,29/07/2017,29.8,3338.0,4.0,2.0,2.0,576.0,189.0,2010.0,Melton,-37.69104,144.54532,Western Victoria,3122.0
1321,Brunswick,54 Davies St,2,h,1075000.0,PI,Jellis,17/09/2016,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland,-37.7572,144.9687,Northern Metropolitan,11918.0
11498,Roxburgh Park,16 Reading Cl,3,h,537000.0,S,Raine,15/07/2017,20.6,3064.0,3.0,2.0,2.0,640.0,156.0,1994.0,Hume,-37.63799,144.92924,Northern Metropolitan,5833.0
9199,Ivanhoe,1/12 Thoresby Gr,3,h,1300000.0,PI,Nelson,3/06/2017,7.8,3079.0,3.0,2.0,2.0,334.0,128.0,2005.0,Banyule,-37.76538,145.04963999999995,Eastern Metropolitan,5549.0
3029,Hampton,5/440 Hampton St,2,u,616000.0,PI,RT,6/08/2016,13.7,3188.0,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside,-37.9373,145.0027,Southern Metropolitan,5454.0
4707,Port Melbourne,175 Stokes St,3,h,2200000.0,S,Greg,3/12/2016,3.8,3207.0,3.0,2.0,0.0,250.0,280.0,1863.0,Port Phillip,-37.8381,144.9391,Southern Metropolitan,8648.0
3105,Hampton East,4/332 South Rd,2,u,472000.0,S,Hodges,25/02/2017,14.5,3188.0,2.0,1.0,1.0,215.0,68.0,2007.0,Kingston,-37.933,145.0322,Southern Metropolitan,2356.0
7532,Bentleigh East,15 Lilac St,4,h,1292000.0,S,Woodards,29/04/2017,13.9,3165.0,4.0,1.0,2.0,587.0,161.0,1950.0,Glen Eira,-37.9194,145.05700000000004,Southern Metropolitan,10969.0
154,Altona,3/26 Grieve Pde,2,u,510000.0,S,Village,10/09/2016,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301.0
37,Abbotsford,27 Charles St,2,h,1030000.0,S,Biggin,30/07/2016,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,Yarra,-37.8086,144.9946,Northern Metropolitan,4019.0
3483,Keilor East,1/67 Milleara Rd,2,u,502000.0,S,Nelson,22/05/2016,12.8,3033.0,5.0,1.0,2.0,0.0,85.0,1990.0,Moonee Valley,-37.7346,144.8646,Western Metropolitan,5629.0
1931,Coburg,6 Shackell St,2,h,735000.0,SP,Nelson,6/08/2016,7.8,3058.0,2.0,1.0,1.0,280.0,93.0,1900.0,Moreland,-37.7429,144.952,Northern Metropolitan,11204.0
10675,Glen Iris,13/11 Belmont Av,1,u,260000.0,PI,Woodards,8/07/2017,7.3,3146.0,1.0,1.0,1.0,0.0,38.0,1950.0,Stonnington,-37.8574,145.04795,Southern Metropolitan,10412.0
4023,Middle Park,171 Ashworth St,3,h,2623000.0,S,Greg,26/07/2016,4.1,3206.0,3.0,2.0,2.0,181.0,212.0,2010.0,Port Phillip,-37.8536,144.9625,Southern Metropolitan,2019.0
11208,Strathmore,5 Kilburn St,4,h,1610000.0,S,Considine,12/08/2017,8.2,3041.0,4.0,3.0,2.0,861.0,274.0,1955.0,Moonee Valley,-37.73154,144.92243,Western Metropolitan,3284.0
2177,Doncaster,741 Elgar Rd,3,h,1391000.0,S,Ray,23/04/2016,13.9,3108.0,3.0,1.0,1.0,764.0,175.0,1965.0,Manningham,-37.7934,145.1207,Eastern Metropolitan,9028.0
863,Bentleigh East,23 York St,4,h,1035000.0,PI,First,16/04/2016,13.9,3165.0,3.0,1.0,2.0,610.0,160.0,1950.0,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969.0
6972,Hawthorn East,5/75 Harold St,2,u,460000.0,VB,Fletchers,10/12/2016,7.5,3123.0,2.0,1.0,1.0,0.0,55.0,1967.0,Boroondara,-37.8278,145.0565,Southern Metropolitan,6482.0
4052,Moonee Ponds,5/40 Young St,2,u,348000.0,S,Nelson,3/12/2016,6.9,3039.0,2.0,1.0,1.0,0.0,63.0,2007.0,Moonee Valley,-37.7677,144.9221,Western Metropolitan,6232.0
11883,Balwyn,27 Burroughs Rd,5,h,3812000.0,S,VICProp,29/07/2017,7.9,3103.0,5.0,4.0,2.0,729.0,1.0,2012.0,Boroondara,-37.806,145.09511,Southern Metropolitan,5682.0
6108,Sunshine West,49 Warmington Rd,3,h,451000.0,S,Douglas,30/07/2016,13.5,3020.0,3.0,1.0,6.0,655.0,146.0,1978.0,Brimbank,-37.8022,144.8235,Western Metropolitan,6763.0
3326,Hughesdale,1/13 Swindon Rd,2,u,516000.0,S,Ray,3/09/2016,13.0,3166.0,2.0,1.0,1.0,0.0,76.0,1970.0,Monash,-37.8967,145.0858,Southern Metropolitan,3145.0
9279,Prahran,37 Charles St,3,h,1400000.0,VB,Jellis,3/06/2017,4.6,3181.0,3.0,2.0,0.0,145.0,138.0,1880.0,Stonnington,-37.84957,144.9889,Southern Metropolitan,7717.0
1830,Caulfield South,10/468 Kooyong Rd,1,u,275500.0,PI,Gary,3/12/2016,9.3,3162.0,1.0,1.0,1.0,0.0,44.0,1960.0,Glen Eira,-37.8961,145.0132,Southern Metropolitan,5051.0
5513,Seddon,204/2 Alexander St,2,u,533000.0,S,Jas,22/08/2016,6.6,3011.0,2.0,1.0,1.0,0.0,62.0,2012.0,Maribyrnong,-37.8042,144.892,Western Metropolitan,2417.0
1404,Brunswick West,10 Yarrabin St,3,h,810000.0,S,Brad,7/11/2016,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,Moreland,-37.7589,144.9368,Northern Metropolitan,7082.0
620,Balwyn North,39 Kawarren St,4,h,1388800.0,S,Jellis,10/09/2016,9.2,3104.0,3.0,2.0,1.0,517.0,247.0,1970.0,Boroondara,-37.783,145.0926,Southern Metropolitan,7809.0
2245,Elsternwick,5/39 Horne St,4,h,1007000.0,S,Pride,22/05/2016,8.5,3185.0,4.0,2.0,2.0,125.0,200.0,2000.0,Glen Eira,-37.8855,145.001,Southern Metropolitan,4898.0
3744,Maidstone,45 Radio St,3,h,695000.0,S,Burnham,15/10/2016,9.2,3012.0,3.0,1.0,2.0,214.0,146.0,2007.0,Maribyrnong,-37.7798,144.8661,Western Metropolitan,3873.0
6124,Surrey Hills,22b Essex Rd,4,h,2200000.0,S,Jellis,7/05/2016,11.2,3127.0,4.0,2.0,2.0,734.0,272.0,1920.0,Boroondara,-37.8286,145.092,Southern Metropolitan,5457.0
3559,Kensington,66 Parsons St,2,t,700000.0,VB,Nelson,22/08/2016,4.2,3031.0,2.0,2.0,1.0,324.0,97.0,2009.0,Melbourne,-37.7903,144.9345,Northern Metropolitan,5263.0
2962,Gowanbrae,42 Seggan Cir,3,h,485000.0,S,Nelson,16/04/2016,13.6,3043.0,3.0,2.0,1.0,175.0,134.0,2004.0,Moreland,-37.7076,144.8961,Western Metropolitan,1071.0
2698,Footscray,2 Buckingham St,3,h,747000.0,S,Jas,16/07/2016,6.4,3011.0,3.0,1.0,1.0,246.0,120.0,1940.0,Maribyrnong,-37.8012,144.8924,Western Metropolitan,7570.0
1380,Brunswick,2/22 Saxon St,2,u,592500.0,S,Nelson,28/05/2016,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,Moreland,-37.7706,144.9608,Northern Metropolitan,11918.0
2665,Footscray,5/28 Eleanor St,2,t,480000.0,PI,Jas,6/08/2016,6.4,3011.0,2.0,1.0,1.0,556.0,75.0,2010.0,Maribyrnong,-37.7919,144.8854,Western Metropolitan,7570.0
7125,Murrumbeena,1d Bute St,3,u,975000.0,S,Woodards,7/05/2016,12.1,3163.0,3.0,2.0,1.0,277.0,109.0,1975.0,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442.0
7829,Fawkner,29 Jennifer St,3,h,741000.0,S,Peter,8/04/2017,12.4,3060.0,3.0,1.0,3.0,578.0,128.0,1960.0,Moreland,-37.6966,144.9695,Northern Metropolitan,5070.0
1273,Brunswick,6/153 Barkly St,2,u,600000.0,S,Nelson,7/11/2016,5.2,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland,-37.777,144.9703,Northern Metropolitan,11918.0
4073,Moonee Ponds,50 Wilson St,4,h,1211000.0,S,Nelson,10/09/2016,6.9,3039.0,3.0,1.0,3.0,477.0,146.0,1910.0,Moonee Valley,-37.7632,144.9292,Western Metropolitan,6232.0
9168,Greensborough,5 Cam St,3,h,817000.0,S,Ray,3/06/2017,16.1,3088.0,3.0,2.0,1.0,610.0,21.0,1970.0,Banyule,-37.71437,145.10112,Northern Metropolitan,8524.0
2336,Elwood,4/79 Mitford St,3,t,920000.0,PI,McGrath,27/11/2016,7.7,3184.0,3.0,2.0,2.0,758.0,18.0,2010.0,Port Phillip,-37.8768,144.9845,Southern Metropolitan,8989.0
3480,Keilor East,83 Wyong St,3,h,785000.0,S,Barry,18/06/2016,12.8,3033.0,3.0,1.0,2.0,606.0,141.0,1965.0,Moonee Valley,-37.7311,144.8663,Western Metropolitan,5629.0
10598,Brunswick,9 Blyth St,4,h,1515000.0,S,Jellis,8/07/2017,5.2,3056.0,4.0,2.0,2.0,236.0,194.0,1890.0,Moreland,-37.76549,144.96366,Northern Metropolitan,11918.0
4573,Oakleigh South,19 Reid St,2,h,778000.0,S,Ray,30/07/2016,14.7,3167.0,2.0,1.0,1.0,806.0,89.0,1965.0,Monash,-37.9112,145.0873,South-Eastern Metropolitan,3692.0
2105,Collingwood,10/76 Oxford St,2,u,683000.0,S,Biggin,17/09/2016,1.6,3066.0,2.0,1.0,1.0,0.0,92.0,1900.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
6785,Brunswick East,89a Hickford St,3,h,1574000.0,S,Woodards,16/04/2016,4.5,3057.0,3.0,3.0,2.0,336.0,207.0,2007.0,Moreland,-37.7664,144.9797,Northern Metropolitan,5533.0
2207,Eaglemont,107 Banksia St,3,h,1100000.0,VB,Holland,27/06/2016,10.3,3084.0,3.0,2.0,1.0,555.0,300.0,1988.0,Banyule,-37.7585,145.0568,Eastern Metropolitan,1651.0
9845,Coburg,17 Quarry Cct,4,h,1020000.0,PI,Ray,24/06/2017,6.7,3058.0,4.0,2.0,2.0,441.0,255.0,2002.0,Moreland,-37.73572,144.97256000000004,Northern Metropolitan,11204.0
6305,Thornbury,144 Clarendon St,3,h,1290000.0,SP,Barry,22/05/2016,6.5,3071.0,3.0,1.0,2.0,435.0,138.0,1920.0,Darebin,-37.7607,145.0105,Northern Metropolitan,8870.0
1887,Clifton Hill,413a Wellington St,2,h,1209000.0,S,Jellis,8/10/2016,3.4,3068.0,2.0,1.0,1.0,140.0,97.0,1910.0,Yarra,-37.7919,144.9884,Northern Metropolitan,2954.0
8966,Tarneit,2 Skylark Ct,3,h,526000.0,S,Purplebricks,1/07/2017,18.4,3029.0,3.0,2.0,2.0,407.0,146.0,2010.0,Wyndham,-37.83867,144.7034,Western Metropolitan,10160.0
5525,South Melbourne,806/50 Albert Rd,2,u,593000.0,S,Dingle,3/09/2016,2.1,3205.0,2.0,2.0,1.0,0.0,83.0,2012.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0
4852,Prahran,1/70 Williams Rd,2,h,910000.0,S,Gary,19/11/2016,4.5,3181.0,2.0,1.0,1.0,183.0,71.0,1930.0,Stonnington,-37.8543,145.0024,Southern Metropolitan,7717.0
8302,Reservoir,1 Delaware St,2,h,861500.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,1.0,1.0,419.0,100.0,1940.0,Darebin,-37.721,145.016,Northern Metropolitan,21650.0
7589,Brighton East,7/36 Union St,3,t,972000.0,S,Gary,29/04/2017,10.7,3187.0,3.0,2.0,1.0,119.0,160.0,2000.0,Bayside,-37.9084,145.0118,Southern Metropolitan,6938.0
6874,Essendon West,461 Buckley St,3,h,787500.0,S,Nelson,12/11/2016,9.8,3040.0,3.0,1.0,1.0,556.0,105.0,1940.0,Moonee Valley,-37.7537,144.8856,Western Metropolitan,588.0
4084,Moonee Ponds,35 Addison St,4,h,1637000.0,S,Nelson,12/11/2016,6.9,3039.0,4.0,1.0,3.0,539.0,190.0,1900.0,Moonee Valley,-37.7701,144.9287,Western Metropolitan,6232.0
1854,Caulfield South,30 Cedar St,2,h,1001000.0,S,Biggin,26/07/2016,9.3,3162.0,2.0,2.0,1.0,255.0,85.0,1890.0,Glen Eira,-37.8887,145.0207,Southern Metropolitan,5051.0
2135,Doncaster,3/37 Highview Dr,3,u,910000.0,S,Barry,7/11/2016,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,2001.0,Manningham,-37.7929,145.1338,Eastern Metropolitan,9028.0
10248,Elwood,1/203 Brighton Rd,2,u,902000.0,S,RT,27/05/2017,7.2,3184.0,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip,-37.87944,144.99375,Southern Metropolitan,8989.0
1460,Bulleen,19a Elizabeth St,3,u,851000.0,S,Jellis,3/09/2016,11.8,3105.0,3.0,1.0,2.0,385.0,140.0,2000.0,Manningham,-37.7599,145.0849,Eastern Metropolitan,4480.0
10615,Carnegie,7/177 Oakleigh Rd,2,u,580010.0,SP,hockingstuart,8/07/2017,10.1,3163.0,2.0,1.0,1.0,0.0,72.0,1970.0,Glen Eira,-37.9003,145.06342,Southern Metropolitan,7822.0
3277,Heidelberg West,23 Redwood St,3,h,691000.0,S,Haughton,3/09/2016,9.4,3081.0,2.0,1.0,2.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,Eastern Metropolitan,2674.0
1357,Brunswick,2/6 Sydney Rd,2,u,575000.0,S,Nelson,24/09/2016,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland,-37.7775,144.9607,Northern Metropolitan,11918.0
6733,Aberfeldie,2/30 Caroline St,3,t,935000.0,SP,Nelson,10/09/2016,9.1,3040.0,3.0,2.0,2.0,217.0,149.0,2005.0,Moonee Valley,-37.7591,144.8923,Western Metropolitan,1543.0
7107,Kingsville,309 Geelong Rd,2,h,685000.0,SP,Village,17/09/2016,7.8,3012.0,2.0,1.0,1.0,220.0,219.0,1890.0,Maribyrnong,-37.8068,144.8782,Western Metropolitan,1808.0
5559,South Melbourne,48 Glover St,2,h,1200000.0,VB,Greg,18/06/2016,2.1,3205.0,2.0,2.0,1.0,131.0,79.0,1890.0,Port Phillip,-37.839,144.94799999999995,Southern Metropolitan,5943.0
8381,South Yarra,13/47 Marne St,1,u,390500.0,SP,hockingstuart,29/04/2017,3.3,3141.0,1.0,1.0,0.0,775.0,46.0,1960.0,Melbourne,-37.8354,144.984,Southern Metropolitan,14887.0
7787,Doncaster,4 Ella Ct,4,h,1300000.0,PI,Ray,8/04/2017,13.9,3108.0,4.0,2.0,2.0,872.0,185.0,1970.0,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028.0
11851,Watsonia,18 Barry St,3,h,830000.0,S,Barry,22/07/2017,14.5,3087.0,3.0,1.0,1.0,598.0,104.4,1975.0,Banyule,-37.717,145.08891,Northern Metropolitan,2329.0
3561,Kensington,49 Robertson St,3,h,1230000.0,S,Nelson,22/08/2016,4.2,3031.0,3.0,1.0,1.0,312.0,109.0,1915.0,Melbourne,-37.793,144.934,Northern Metropolitan,5263.0
3912,Maribyrnong,8/10 Middle Rd,2,h,399000.0,S,Raine,7/05/2016,8.7,3032.0,2.0,1.0,1.0,904.0,53.0,1985.0,Maribyrnong,-37.7679,144.8935,Western Metropolitan,4918.0
53,Airport West,1/43 Cameron St,3,u,752000.0,S,Nelson,11/02/2017,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley,-37.7302,144.8855,Western Metropolitan,3464.0
8843,Jacana,34 Bliburg St,4,h,650000.0,PI,YPA,1/07/2017,14.0,3047.0,4.0,1.0,1.0,692.0,181.0,1960.0,Hume,-37.6876,144.91167,Northern Metropolitan,851.0
10102,Altona,70 Purnell St,3,h,1005000.0,S,Barlow,27/05/2017,11.0,3018.0,3.0,1.0,4.0,575.0,112.0,1960.0,Hobsons Bay,-37.86715,144.80612,Western Metropolitan,5301.0
5369,Richmond,134 Coppin St,3,h,1456000.0,S,Jellis,18/06/2016,2.6,3121.0,3.0,2.0,1.0,157.0,141.0,1900.0,Yarra,-37.8225,145.0029,Northern Metropolitan,14949.0
11312,Carrum Downs,10A William Rd,2,h,403500.0,S,Harcourts,15/07/2017,34.9,3201.0,2.0,2.0,3.0,339.0,101.0,2009.0,Frankston,-38.09665,145.17646000000005,South-Eastern Metropolitan,8060.0
5744,Southbank,75/285 City Rd,1,u,370000.0,VB,Dingle,30/07/2016,1.2,3006.0,1.0,1.0,1.0,546.0,51.0,2000.0,Melbourne,-37.8274,144.9587,Southern Metropolitan,8400.0
5358,Richmond,58 Rooney St,2,h,1045000.0,S,Biggin,17/09/2016,2.6,3121.0,2.0,1.0,2.0,200.0,90.0,1900.0,Yarra,-37.8294,145.0029,Northern Metropolitan,14949.0
4709,Port Melbourne,404/101 Bay St,2,u,550000.0,S,Buxton,4/02/2016,3.8,3207.0,2.0,1.0,1.0,0.0,57.0,2012.0,Port Phillip,-37.8408,144.94,Southern Metropolitan,8648.0
4236,Newport,73 Farm St,3,h,923000.0,S,Village,15/10/2016,8.4,3015.0,3.0,1.0,0.0,221.0,118.0,1900.0,Hobsons Bay,-37.8415,144.8852,Western Metropolitan,5498.0
8401,Strathmore,18 Strathaird St,4,h,810000.0,PI,Nelson,6/05/2017,9.7,3041.0,4.0,1.0,1.0,543.0,137.0,1960.0,Moonee Valley,-37.7199,144.9044,Western Metropolitan,3284.0
923,Bentleigh East,2/8 Rudyard St,3,t,700000.0,PI,hockingstuart,24/09/2016,13.9,3165.0,3.0,2.0,2.0,194.0,200.0,2008.0,Glen Eira,-37.9272,145.0801,Southern Metropolitan,10969.0
8547,Yarraville,12/35 Princess St,1,u,331000.0,S,Jas,29/04/2017,7.0,3013.0,1.0,1.0,1.0,0.0,54.0,1970.0,Maribyrnong,-37.8105,144.8952,Western Metropolitan,6543.0
5155,Reservoir,18 Elizabeth Ct,3,h,668000.0,S,Barry,17/09/2016,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,-37.6989,145.0212,Northern Metropolitan,21650.0
286,Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567.0
348,Ascot Vale,15 Mirams St,4,h,1345000.0,S,Jellis,25/02/2017,5.9,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567.0
24,Abbotsford,52a William St,2,h,1100000.0,PI,Biggin,18/06/2016,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,Yarra,-37.8079,144.9977,Northern Metropolitan,4019.0
2430,Essendon,3/7 Violet St,2,u,390000.0,VB,Nelson,18/06/2016,8.0,3040.0,2.0,1.0,1.0,0.0,66.0,1970.0,Moonee Valley,-37.7554,144.9127,Western Metropolitan,9264.0
2394,Essendon,124c Hoffmans Rd,3,t,720000.0,S,Frank,15/10/2016,8.0,3040.0,3.0,1.0,2.0,190.0,142.0,1999.0,Moonee Valley,-37.7418,144.8918,Western Metropolitan,9264.0
4567,Oakleigh South,15 Druitt St,3,h,850500.0,S,Buxton,27/11/2016,14.7,3167.0,3.0,1.0,2.0,531.0,118.0,1962.0,Kingston,-37.9303,145.082,South-Eastern Metropolitan,3692.0
11441,Moorabbin,10 Barilla Rd,3,t,935000.0,SP,Buxton,15/07/2017,14.3,3189.0,3.0,2.0,2.0,280.0,109.0,1985.0,Kingston,-37.94111,145.0431,Southern Metropolitan,2555.0
11742,Mitcham,11 Beaufort St,3,h,1101000.0,S,Ray,22/07/2017,17.2,3132.0,3.0,1.0,2.0,774.0,132.6,1950.0,Whitehorse,-37.80588,145.1981,Eastern Metropolitan,6871.0
5097,Reservoir,3 Hillcroft St,3,h,810000.0,SP,Nelson,10/12/2016,11.2,3073.0,3.0,1.0,2.0,564.0,558.0,1960.0,Darebin,-37.7196,144.9899,Northern Metropolitan,21650.0
4088,Moonee Ponds,13/110 Maribyrnong Rd,2,u,330000.0,VB,Brad,14/05/2016,6.9,3039.0,2.0,1.0,1.0,0.0,39.0,2014.0,Moonee Valley,-37.7715,144.916,Western Metropolitan,6232.0
397,Ashburton,5 Pitt St,2,h,1440000.0,PI,Jellis,27/06/2016,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052.0
9123,Doncaster,21 Hampshire Rd,3,h,1360000.0,SP,Woodards,3/06/2017,12.4,3108.0,3.0,1.0,2.0,647.0,127.0,1965.0,Manningham,-37.79436,145.13869,Eastern Metropolitan,9028.0
3109,Hampton East,29 Wickham Rd,3,h,1300000.0,S,Buxton,28/05/2016,14.5,3188.0,3.0,2.0,2.0,586.0,150.0,1950.0,Bayside,-37.9431,145.0274,Southern Metropolitan,2356.0
2718,Footscray,69 MacPherson St,2,h,757500.0,S,Sweeney,22/08/2016,6.4,3011.0,2.0,1.0,0.0,258.0,108.0,1900.0,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570.0
3416,Ivanhoe,4 Waterdale Rd,4,h,2595000.0,S,Miles,28/05/2016,7.9,3079.0,4.0,3.0,3.0,719.0,407.0,2007.0,Banyule,-37.7815,145.0403,Eastern Metropolitan,5549.0
7990,Heidelberg West,6 Normanby Ct,2,h,613000.0,S,Barry,13/05/2017,9.4,3081.0,2.0,1.0,0.0,391.0,74.0,1960.0,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674.0
5697,South Yarra,13/4 Gordon Gr,2,u,480000.0,S,Ray,27/06/2016,3.3,3141.0,2.0,1.0,1.0,0.0,61.0,1965.0,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887.0
5212,Reservoir,89 Henty St,2,h,790000.0,S,Barry,25/02/2017,11.2,3073.0,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin,-37.719,144.9972,Northern Metropolitan,21650.0
3525,Kensington,70 Hardiman St,2,h,960000.0,S,Nelson,8/10/2016,4.2,3031.0,2.0,1.0,1.0,174.0,72.0,1900.0,Melbourne,-37.7959,144.9343,Northern Metropolitan,5263.0
4485,Northcote,14 Northcote St,2,h,1050000.0,S,Barry,27/06/2016,5.5,3070.0,2.0,1.0,2.0,301.0,100.0,1925.0,Darebin,-37.774,145.0081,Northern Metropolitan,11364.0
8748,Broadmeadows,1/124 Cuthbert St,3,t,465000.0,S,Barry,1/07/2017,14.0,3047.0,3.0,2.0,3.0,248.0,123.21,2010.0,Hume,-37.68358,144.92387,Northern Metropolitan,4294.0
1999,Coburg,32A Kelson St,3,h,1025000.0,VB,Jellis,25/02/2017,7.8,3058.0,3.0,1.0,3.0,336.0,112.0,1950.0,Moreland,-37.7408,144.9558,Northern Metropolitan,11204.0
1316,Brunswick,175 Edward St,3,h,1261000.0,S,Nelson,16/04/2016,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland,-37.7746,144.9697,Northern Metropolitan,11918.0
2552,Fitzroy,6/226 Moor St,2,u,630000.0,VB,hockingstuart,27/06/2016,1.6,3065.0,2.0,1.0,1.0,0.0,70.0,2007.0,Yarra,-37.8024,144.9835,Northern Metropolitan,5825.0
7769,Coburg,69 Victoria St,3,t,720000.0,PI,C21,29/04/2017,7.8,3058.0,3.0,2.0,2.0,531.0,112.0,2016.0,Moreland,-37.7424,144.9571,Northern Metropolitan,11204.0
1006,Box Hill,837 Canterbury Rd,3,h,857000.0,S,Fletchers,28/05/2016,13.1,3128.0,4.0,1.0,1.0,492.0,119.0,1930.0,Whitehorse,-37.8283,145.1195,Eastern Metropolitan,4605.0
453,Avondale Heights,3 Clive Ct,4,h,950000.0,S,Moonee,10/12/2016,10.5,3034.0,4.0,3.0,3.0,761.0,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502.0
1795,Carnegie,26 Leila Rd,3,h,1716000.0,S,Woodards,28/08/2016,11.4,3163.0,2.0,2.0,1.0,817.0,130.0,1925.0,Glen Eira,-37.9007,145.047,Southern Metropolitan,7822.0
9656,Niddrie,19 Nolan St,3,h,1300000.0,S,Nelson,17/06/2017,10.4,3042.0,3.0,1.0,4.0,646.0,150.0,1950.0,Moonee Valley,-37.7415,144.88923,Western Metropolitan,2291.0
141,Altona,158 Queen St,3,h,520000.0,VB,Greg,3/09/2016,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301.0
10326,Hawthorn East,8/772 Burwood Rd,2,u,802500.0,S,Jellis,27/05/2017,6.2,3123.0,2.0,1.0,2.0,966.0,87.0,1970.0,Boroondara,-37.82524,145.05568,Southern Metropolitan,6482.0
11720,Kew,38 Wiltshire Dr,2,u,591000.0,S,Nelson,22/07/2017,5.4,3101.0,2.0,1.0,2.0,0.0,90.0,1887.0,Boroondara,-37.79413,145.02382,Southern Metropolitan,10331.0
11333,Dingley Village,18 Albert Pl,3,t,802000.0,S,Buxton,15/07/2017,22.2,3172.0,3.0,2.0,2.0,251.0,185.0,1998.0,Kingston,-37.98146,145.11715,South-Eastern Metropolitan,3940.0
6588,Windsor,50 Andrew St,2,h,1500000.0,S,Jellis,19/11/2016,5.1,3181.0,2.0,1.0,2.0,0.0,96.0,1928.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380.0
7627,Brunswick East,15/67 Nicholson St,2,u,435000.0,SP,Pagan,13/05/2017,4.5,3057.0,2.0,1.0,1.0,0.0,70.0,2011.0,Moreland,-37.7755,144.9786,Northern Metropolitan,5533.0
9909,Hampton,13 Mills St,2,t,1285000.0,S,Hodges,24/06/2017,13.8,3188.0,2.0,1.0,1.0,348.0,100.0,1992.0,Bayside,-37.93557,145.00463,Southern Metropolitan,5454.0
