Unnamed: 0,Property Name,price,type,Area in sq ft,bedrooms,No. of Bathrooms,No. of Receptions,Location,city,Postal Code
906,Stanmore Hill,2500000,House,4222,6,6,6,Stanmore,Middlesex,HA7 3BY
910,Monkhams Avenue,1250000,House,1901,4,4,4,Woodford Green,Essex,IG8 0HB
932,Lebanon Park,2750000,House,2999,7,7,7,Twickenham,Middlesex,TW1 3DG
960,Vincent Close,1550000,House,2602,4,4,4,Esher,Surrey,KT10 8AW
961,Summer Road,1325000,House,2410,5,5,5,Thames Ditton,Surrey,KT7 0QP
974,Lammas Road,725000,House,1344,5,5,5,Richmond,Surrey,TW10 7YD
980,St Marys Avenue,1225000,House,2289,5,5,5,Northwood,Middlesex,HA6 3AY
981,Saxon Court,585000,Flat / Apartment,1032,2,2,2, Northwood,Middlesex,HA6 3FG
989,Basuto Road,1950000,House,1795,3,3,3, Parsons Green,Fulham,SW6 4BL
991,Ember Lane,1250000,House,1980,4,4,4,Esher,Surrey,KT10 8EQ
992,Sandown House,975000,Penthouse,1634,3,3,3, Esher,Surrey,KT10 9SL
993,Pine Walk,1100000,House,1716,4,4,4,Surbiton,Surrey,KT5 8NJ
1003,Green Lane,1275000,House,2711,5,5,5,Oxhey,Hertfordshire,WD19 4NJ
1011,The Butts,2950000,House,4034,6,6,6,Brentford,Middlesex,TW8 8BJ
1018,Rydens Road,1395000,House,3178,4,4,4,Walton-On-Thames,Surrey,KT12 3AA
1020,Richmond Hill,2975000,House,3352,6,6,6,Richmond,Surrey,TW10 6QX
1030,Winterdown Road,850000,House,1336,3,3,3,Esher,Surrey,KT10 8LP
1039,Hazel Lane,2500000,House,4420,6,6,6,Richmond,Surrey,TW10 7AP
1040,New Road,950000,House,1397,3,3,3,Richmond,Surrey,TW10 7HY
1050,Rookery Hill,1750000,House,3184,4,4,4,Ashtead,Surrey,KT21 1EG
1055,Petersham Road,3250000,House,2989,4,4,4,Richmond,Surrey,TW10 7AH
1061,The Watergardens,500000,Flat / Apartment,1008,3,3,3, Woodford Green,Essex,IG8 0GD
1067,Wayneflete Tower Avenue,3300000,House,6309,5,5,5,Esher,Surrey,KT10 8QG
1076,Liverpool Road,2895000,House,3660,6,6,6,Kingston upon Thames,Surrey,KT2 7SX
1086,Pavilion Park,995000,New development,1681,3,3,3, East Molesey,Surrey,KT8 9DX
1087,Sheen Common Drive,5500000,House,5453,6,6,6,Richmond,Surrey,TW10 5BN
1098,Hillside Rise,700000,Bungalow,1301,3,3,3,Northwood,Middlesex,HA6 1RR
1103,The Uplands,1695000,House,3683,5,5,5,Loughton,Essex,IG10 1NH
1104,High Silver,1095000,House,1728,4,4,4,Loughton,Essex,IG10 4EL
1105,Monkhams Avenue,1325000,House,2659,5,5,5,Woodford Green,Essex,IG8 0ER
1108,Claremont Drive,2000000,House,3556,6,6,6,Esher,Surrey,KT10 9LU
1109,Lynwood Road,1095000,House,2442,5,5,5,Thames Ditton,Surrey,KT7 0DN
1118,The Close,680000,House,1125,3,3,3,Richmond,Surrey,TW9 4QW
1120,Shaftesbury,675000,House,1153,4,4,4,Loughton,Essex,IG10 1HN
1121,Upshirebury Green,475000,House,890,2,2,2,Waltham Abbey,Essex,EN9 3SU
1122,Coppice Row,1265000,House,2568,5,5,5, Epping,Essex,CM16 7DN
1123,Stokesheath Road,3500000,House,11077,6,6,6,Oxshott,Surrey,KT22 0PS
1135,Bishops Gate,1045000,New development,810,2,2,2, Fulham High Street,Fulham,SW6 3LF
1145,Heathside Close,1250000,House,1880,4,4,4,Moor Park,Middlesex,HA6 2EQ
1149,Upshirebury Green,1195000,House,2737,4,4,4,Waltham Abbey,Essex,EN9 3ST
1172,Richmond Hill,595000,Flat / Apartment,786,2,2,2,Richmond,Surrey,TW10 6QX
1173,Onslow Avenue,2100000,House,2296,4,4,4,Richmond,Surrey,TW10 6QB
1179,Connaught Avenue,2750000,House,4925,6,6,6,Loughton,Essex,IG10 4DS
1188,St. Marys Road,1995000,House,3605,6,6,6, Surbiton,Surrey,KT6 5EU
1189,Ember Lane,1595000,House,3304,6,6,6,Esher,Surrey,KT10 8DZ
1191,Sheen Common Drive,2650000,House,2229,4,4,4,Richmond,Surrey,TW10 5BN
1197,Ashley Gardens,1300000,House,2484,4,4,4,Richmond,Surrey,TW10 7BU
1216,Meadowbank,625000,House,1213,4,4,4, Watford,Hertfordshire,WD19 4NP
1217,Copperbeech Court,575000,Flat / Apartment,1092,2,2,2, Northwood,Middlesex,HA6 2YJ
1240,Birds Hill Road,7500000,House,12526,7,7,7,Oxshott,Surrey,KT22 0NJ
1251,Ravens Close,475000,Flat / Apartment,645,2,2,2,Surbiton,Surrey,KT6 4QG
1252,Pavilion Park,425000,New development,603,1,1,1, East Molesey,Surrey,KT8 9DX
1267,Kings Hill,1075000,House,2096,4,4,4,Loughton,Essex,IG10 1HY
1276,Queens Road,2250000,House,2946,4,4,4,Kingston upon Thames,Surrey,KT2 7SN
1280,Church Road,600000,House,1041,2,2,2,Northwood,Middlesex,HA6 1AR
1292,New Road,4950000,House,7043,6,6,6,Esher,Surrey,KT10 9PG
1293,Pavilion Park,555000,New development,753,2,2,2, East Molesey,Surrey,KT8 9DX
1306,Sheen Road,1200000,House,1662,4,4,4,Richmond,Surrey,TW9 1YJ
1322,Middlefield Close,899950,House,2915,5,5,5, Coulsdon,Surrey,CR5 3NX
1324,Nicholas Way,2995000,House,5517,7,7,7,Northwood,Middlesex,HA6 2TR
1348,Mount Ararat Road,2850000,House,3008,5,5,5,Richmond,Surrey,TW10 6PQ
1349,Mount Ararat Road,2450000,House,2300,5,5,5,Richmond,Surrey,TW10 6PH
1350,Copse Wood Way,1600000,House,2071,4,4,4,Northwood,Middlesex,HA6 2TZ
1351,Hale End Road,450000,Flat / Apartment,790,2,2,2,Woodford Green,Essex,IG8 9LL
1355,Pavilion Park,545000,New development,767,2,2,2, East Molesey,Surrey,KT8 9DX
1367,The Drive,950000,House,2348,4,4,4,Northwood,Middlesex,HA6 1HW
1368,Halland Way,1750000,House,4387,4,4,4,Northwood,Middlesex,HA6 2BY
1383,Neville House,450000,Flat / Apartment,646,1,1,1,137 London Road,Twickenham,TW1 1EG
1384,Rossway Drive,600000,House,1202,4,4,4,Bushey,Hertfordshire,WD23 3EW
1386,Furze Field,6950000,New development,11177,6,6,6,Oxshott,Surrey,KT22 0UR
1389,Malthouse Court,700000,Flat / Apartment,1121,2,2,2, Brentford,Middlesex,TW8 0FR
1405,Manor Road South,1350000,House,2545,4,4,4,Esher,Surrey,KT10 0PY
1416,River Lane,7500000,House,6863,5,5,5,Richmond,Surrey,TW10 7AG
1417,Townshend Terrace,1285000,House,1011,3,3,3,Richmond,Surrey,TW9 1XJ
1420,Bishops Avenue,925000,Bungalow,1270,2,2,2,Northwood,Middlesex,HA6 3DD
1421,Wildacres,1595000,House,3578,5,5,5,Northwood,Middlesex,HA6 3JD
1426,Chiltern Way,995000,House,1889,4,4,4,Woodford Green,Essex,IG8 0RQ
1427,Monkhams Avenue,1195000,House,1720,4,4,4,Woodford Green,Essex,IG8 0HA
1428,Ollards Grove,1395000,House,2427,5,5,5,Loughton,Essex,IG10 4DW
1442,The Mount,1650000,House,2644,4,4,4,Esher,Surrey,KT10 8LQ
1443,The Mount,1995000,House,5982,5,5,5,Esher,Surrey,KT10 8LQ
1463,Watcombe Cottages,900000,House,836,2,2,2,Richmond,Surrey,TW9 3BD
1470,Blackhills,3495000,House,7886,6,6,6,Esher,Surrey,KT10 9JP
1477,Oakside Court,500000,New development,808,2,2,2, Northwood,Middlesex,HA6 1AW
1488,Kew Bridge Road,765000,New development,858,2,2,2,Brentford,Middlesex,TW8 0RF
1523,Chisholm Road,2000000,House,1719,4,4,4,Richmond,Surrey,TW10 6JH
1529,Birdshill Road,6000000,House,12546,7,7,7, Leatherhead,Surrey,KT22 0NJ
1557,Marchmont Gardens,2750000,House,2213,5,5,5,Richmond,Surrey,TW10 6ET
1559,Oaklands,2500000,House,4012,5,5,5, Loughton,Essex,IG10 4RL
1570,Spring Terrace,2850000,House,2934,5,5,5,Richmond,Surrey,TW9 1LW
1571,Ashurst Close,750000,House,1309,3,3,3,Northwood,Middlesex,HA6 1EL
1573,Woburn Avenue,535000,House,900,3,3,3, Epping,Essex,CM16 7JS
1574,Woodredon Farm,575000,Bungalow,1013,3,3,3, Waltham Abbey,Essex,EN9 3SX
1607,Alexandra Road,1300000,House,1626,4,4,4,,Twickenham,TW1 2HE
1608,Edward Blore Mews,1095000,House,1322,3,3,3,Egerton Drive,Middlesex,TW7 7FE
1609,Eastbury Road,1050000,House,2562,4,4,4, Watford,Hertfordshire,WD19 4JN
1612,Queens Avenue,1445000,House,2468,6,6,6,Woodford Green,Essex,IG8 0JE
1626,Connaught Avenue,2395000,House,5300,7,7,7,Loughton,Essex,IG10 4DP
1643,Ormond Road,2850000,House,2338,4,4,4,Richmond,Surrey,TW10 6TH
1645,East Towers,930000,House,1834,5,5,5,Pinner,Middlesex,HA5 1TL
1647,Waverley Court,900000,Flat / Apartment,650,2,2,2,34-37 Beaumont Street,Marylebone,W1G 6DH
1654,Lippitts Hill,1065000,House,2625,5,5,5,Loughton,Essex,IG10 4AL
1661,Redruth Gardens,1795000,House,3796,6,6,6, Esher,Surrey,KT10 0HD
1662,Wolsey Road,935000,House,1583,3,3,3,Esher,Surrey,KT10 8NX
1663,New Road,2695000,House,5164,5,5,5,Esher,Surrey,KT10 9NU
1673,College Drive,1600000,House,2609,5,5,5,Thames Ditton,Surrey,KT7 0LB
1688,Cedar Park,700000,House,942,3,3,3, Chigwell,Essex,IG7 5AL
1694,Sentis Court,595000,Flat / Apartment,1197,2,2,2, Northwood,Middlesex,HA6 3NG
1705,The Water Gardens,1180000,Flat / Apartment,1732,3,3,3, Kingston upon Thames,Surrey,KT2 7LF
1712,Albany Park Road,2700000,House,3705,6,6,6,Kingston upon Thames,Surrey,KT2 5SW
1717,King Edwards Road,1725000,House,2512,5,5,5,Ruislip,Middlesex,HA4 7AQ
1718,Greenhill Court,550000,Flat / Apartment,1899,2,2,2, Northwood,Middlesex,HA6 2BD
1738,Grove Way,1630000,House,3457,6,6,6,Esher,Surrey,KT10 8HQ
1739,Westville Road,1195000,House,1953,5,5,5,Thames Ditton,Surrey,KT7 0UH
1740,St. Leonards Road,1595000,House,3110,4,4,4,Thames Ditton,Surrey,KT7 0RN
1741,New Road,1850000,House,2739,5,5,5,Esher,Surrey,KT10 9NU
1742,Carrington Place,725000,Flat / Apartment,1328,3,3,3, Esher,Surrey,KT10 9SF
1743,Sandown House,895000,Flat / Apartment,1255,2,2,2, Esher,Surrey,KT10 9SL
1744,Wolsey Road,775000,House,1160,3,3,3,Esher,Surrey,KT10 8NT
1785,Villiers Avenue,765000,House,1143,3,3,3,Surbiton,Surrey,KT5 8BH
1786,Berrylands Road,1050000,House,1949,4,4,4,Surbiton,Surrey,KT5 8PD
1836,Arbrook Lane,1950000,House,2817,6,6,6,Esher,Surrey,KT10 9EG
1842,Mount Park Road,2000000,House,2593,4,4,4,Harrow On The Hill,Middlesex,HA1 3LD
1869,The Drive,1400000,Bungalow,2921,4,4,4, Uxbridge,Middlesex,UB10 8AF
1873,Montrose Gardens,4750000,House,8590,7,7,7,Oxshott,Surrey,KT22 0UU
1875,Leys Road,4300000,House,9623,7,7,7,Oxshott,Surrey,KT22 0QE
1880,Denton Road,1800000,House,2098,4,4,4,,Twickenham,TW1 2TN
1915,Deerings Drive,975000,House,1448,4,4,4,Pinner,Middlesex,HA5 2NZ
